# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "5" "-t" "CDS,ncRNA" "-g" "id" "-a" "../data/reference_sequences/FNV3_1_36A.gff" "-o" "../data/rna_align/counttable_fnv.txt" "../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam" "../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam" "../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam" "../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam" "../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam" "../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam" "../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam" "../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam" "../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam" "../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam" "../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam" "../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam" "../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam" "../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam" "../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam" "../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam" "../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam" "../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/ID_007556_Fnv_H2O_30_min_A.fq.gz.bam	../data/rna_align/ID_007557_Fnv_H2O_30_min_B.fq.gz.bam	../data/rna_align/ID_007558_Fnv_H2O_30_min_C.fq.gz.bam	../data/rna_align/ID_007559_Fnv_PNA79_30_min_A.fq.gz.bam	../data/rna_align/ID_007560_Fnv_PNA79_30_min_B.fq.gz.bam	../data/rna_align/ID_007561_Fnv_PNA79_30_min_C.fq.gz.bam	../data/rna_align/ID_007562_Fnv_PNAscr_30_min_A.fq.gz.bam	../data/rna_align/ID_007563_Fnv_PNAscr_30_min_B.fq.gz.bam	../data/rna_align/ID_007564_Fnv_PNAscr_30_min_C.fq.gz.bam	../data/rna_align/ID_007574_Fnv_H2O_16_h_A.fq.gz.bam	../data/rna_align/ID_007575_Fnv_H2O_16_h_B.fq.gz.bam	../data/rna_align/ID_007576_Fnv_H2O_16_h_C.fq.gz.bam	../data/rna_align/ID_007577_Fnv_PNA79_16_h_A.fq.gz.bam	../data/rna_align/ID_007578_Fnv_PNA79_16_h_B.fq.gz.bam	../data/rna_align/ID_007579_Fnv_PNA79_16_h_C.fq.gz.bam	../data/rna_align/ID_007580_Fnv_PNAscr_16_h_A.fq.gz.bam	../data/rna_align/ID_007581_Fnv_PNAscr_16_h_B.fq.gz.bam	../data/rna_align/ID_007582_Fnv_PNAscr_16_h_C.fq.gz.bam
clpB	NC_022196.1	179283	181859	-	2577	416	486	684	517	727	768	349	298	299	140	1721	135	1787	1041	543	332	572	660
HMPREF0946_RS00940	NC_022196.1	182267	183637	+	1371	131	124	174	187	216	204	86	110	104	211	446	196	472	316	252	237	256	246
HMPREF0946_RS00945	NC_022196.1	183700	184728	+	1029	71	25	40	59	65	76	38	45	31	98	152	65	120	124	66	41	35	61
HMPREF0946_RS00950	NC_022196.1	184806	185264	+	459	141	117	125	138	128	204	112	111	90	89	160	62	161	96	91	92	106	88
HMPREF0946_RS00955	NC_022196.1	185283	186074	+	792	26	19	22	53	25	32	22	20	23	28	35	18	44	27	24	15	17	17
HMPREF0946_RS00960	NC_022196.1	186246	186449	+	204	27	16	11	35	39	53	27	42	30	0	3	1	5	4	7	4	1	3
HMPREF0946_RS00965	NC_022196.1	186452	186688	+	237	6	4	6	11	4	11	11	13	7	0	2	1	0	0	5	0	0	0
HMPREF0946_RS00970	NC_022196.1	186796	188031	+	1236	508	303	311	583	538	688	355	504	177	22	39	29	18	20	45	21	30	21
HMPREF0946_RS00975	NC_022196.1	188074	188775	+	702	14	6	4	15	13	9	8	15	5	5	3	5	6	4	6	4	3	7
HMPREF0946_RS00985	NC_022196.1	189664	190731	+	1068	72	88	102	84	141	131	59	58	37	311	482	248	452	321	225	116	104	170
HMPREF0946_RS00990	NC_022196.1	190741	191313	+	573	23	27	32	38	37	26	17	15	12	92	139	56	105	86	61	36	33	28
HMPREF0946_RS00995	NC_022196.1	191310	193472	+	2163	780	542	559	1082	983	1337	757	875	343	335	646	283	631	422	287	225	206	201
HMPREF0946_RS01000	NC_022196.1	193472	193987	+	516	43	33	37	45	64	57	24	53	22	138	210	115	196	112	119	78	60	99
HMPREF0946_RS01005	NC_022196.1	193998	195194	+	1197	200	224	261	252	270	298	175	133	152	545	693	381	782	512	366	189	190	230
HMPREF0946_RS01010	NC_022196.1	195214	195768	+	555	44	60	64	71	82	89	28	36	14	173	179	125	191	120	80	60	44	79
HMPREF0946_RS01015	NC_022196.1	195780	198317	+	2538	410	577	911	707	980	1030	343	361	247	1118	1354	835	1397	966	697	457	425	514
HMPREF0946_RS01020	NC_022196.1	198447	199382	+	936	85	123	198	145	200	189	89	66	109	414	721	500	737	555	413	261	293	332
HMPREF0946_RS01025	NC_022196.1	199573	200847	+	1275	125	89	117	210	264	264	131	168	115	264	471	208	544	374	292	200	204	289
HMPREF0946_RS01030	NC_022196.1	200873	202150	+	1278	603	256	262	992	934	1127	631	853	219	209	441	206	506	338	289	202	222	227
HMPREF0946_RS01035	NC_022196.1	202234	202941	+	708	75	26	56	88	92	132	81	92	43	58	141	37	148	104	87	46	55	76
mnmA	NC_022196.1;NC_022196.1	202938;984202	203969;985290	+;+	2121	560	692	788	863	928	905	434	530	373	765	1383	917	1649	932	715	555	602	613
HMPREF0946_RS01045	NC_022196.1	203966	204715	+	750	140	197	279	215	293	276	104	96	94	166	449	179	427	253	190	143	184	187
obgE	NC_022196.1	205103	206389	+	1287	398	297	427	423	493	508	263	294	195	686	1116	505	1126	874	546	364	364	423
miaA	NC_022196.1	206373	207284	+	912	51	49	50	80	85	95	42	46	36	213	432	186	401	264	264	133	165	153
HMPREF0946_RS01060	NC_022196.1	207331	207723	+	393	1117	943	956	939	1337	1397	655	542	816	2286	3925	2877	3720	2430	2731	2008	2006	2120
HMPREF0946_RS01065	NC_022196.1	207728	208138	+	411	91	93	170	135	127	125	57	80	39	381	421	315	490	340	205	139	117	161
HMPREF0946_RS01070	NC_022196.1	208140	208487	+	348	38	36	83	63	88	51	30	17	17	396	475	257	468	320	219	121	126	134
rny	NC_022196.1	208511	210076	+	1566	475	785	1142	736	1090	973	363	382	294	1593	2123	1311	2179	1441	1095	654	705	784
HMPREF0946_RS01080	NC_022196.1	210221	214693	+	4473	2270	1736	1988	2435	2407	3136	1614	1988	2270	975	2872	820	3240	2179	1507	973	1029	1151
HMPREF0946_RS01085	NC_022196.1	214769	216862	+	2094	551	660	862	684	1022	756	359	332	358	1606	3185	1489	3418	2314	1760	1315	1423	1498
HMPREF0946_RS01090	NC_022196.1	216903	217376	+	474	579	960	1123	805	1231	1012	447	387	331	903	1709	674	2107	1352	911	469	436	516
lpxD	NC_022196.1	217399	218397	+	999	231	373	669	387	500	558	175	201	161	498	1143	659	1262	733	532	657	594	628
glpQ	NC_022196.1	218440	219510	+	1071	541	440	504	769	753	905	431	579	374	474	685	380	789	545	448	221	186	242
HMPREF0946_RS01105	NC_022196.1	219631	219888	+	258	91	204	95	130	201	215	97	80	47	658	715	701	813	557	422	264	190	211
HMPREF0946_RS01110	NC_022196.1	219888	220145	+	258	198	495	876	429	550	507	230	198	96	1515	1122	1186	1506	915	578	353	303	453
HMPREF0946_RS01115	NC_022196.1	220261	221337	+	1077	215	266	335	275	381	294	148	170	82	444	532	373	504	409	251	158	156	177
truA	NC_022196.1	221569	222306	+	738	135	139	179	166	232	175	99	63	58	302	729	341	657	389	341	328	290	328
HMPREF0946_RS01125	NC_022196.1	222448	223023	+	576	854	424	417	1479	1323	1783	1030	1158	355	261	272	239	263	183	192	125	131	91
rsxC	NC_022196.1	223097	224404	+	1308	320	461	485	538	583	546	231	253	303	4828	5566	4866	6122	4243	3976	2469	2452	2676
HMPREF0946_RS01135	NC_022196.1	224430	225374	+	945	171	152	212	285	324	290	198	190	137	1038	1230	907	1389	971	814	540	529	625
HMPREF0946_RS01140	NC_022196.1	225364	225897	+	534	49	58	62	68	68	66	37	29	34	487	485	372	538	346	241	146	152	181
HMPREF0946_RS01145	NC_022196.1	225897	226514	+	618	37	43	48	55	68	46	30	28	41	445	614	493	670	391	436	343	359	390
rsxA	NC_022196.1	226511	227095	+	585	36	45	61	51	69	58	28	36	26	432	421	279	456	332	248	192	186	215
HMPREF0946_RS01155	NC_022196.1	227122	228411	+	1290	442	519	730	689	910	836	397	365	346	3239	3094	2453	3485	2348	1564	1020	966	1167
HMPREF0946_RS01160	NC_022196.1	228570	229820	+	1251	154	98	156	131	151	184	105	106	64	271	211	217	211	141	97	62	61	85
HMPREF0946_RS01165	NC_022196.1	229881	230540	-	660	1002	1847	2774	1713	2409	2269	749	843	575	1946	2497	1819	2957	1936	1429	852	747	838
HMPREF0946_RS01170	NC_022196.1	231084	231551	-	468	66	121	135	121	151	134	54	73	32	73	113	102	136	80	56	48	40	59
HMPREF0946_RS01175	NC_022196.1	231881	232972	+	1092	30	10	11	44	70	58	28	39	24	3	3	1	1	4	7	7	5	3
HMPREF0946_RS01180	NC_022196.1	232993	234174	+	1182	39	26	35	57	54	57	32	56	33	4	6	2	10	2	2	1	3	4
HMPREF0946_RS01185	NC_022196.1	234182	234973	+	792	13	12	14	28	43	27	18	25	10	0	3	8	6	1	2	0	6	1
HMPREF0946_RS01190	NC_022196.1	234970	235302	+	333	7	1	1	4	5	7	0	2	1	5	3	1	1	3	1	0	1	1
HMPREF0946_RS01195	NC_022196.1	235307	236755	+	1449	22	12	22	48	46	61	31	33	22	3	3	5	5	4	2	3	4	5
HMPREF0946_RS01200	NC_022196.1	236781	238415	-	1635	74	35	44	91	95	129	41	79	50	12	10	5	13	9	12	11	8	5
HMPREF0946_RS01205	NC_022196.1	238759	241095	+	2337	3206	1883	2066	4295	3736	4849	2968	3609	2681	503	929	592	1030	742	708	445	558	417
ispD	NC_022196.1	241071	241766	+	696	62	98	93	72	117	125	66	41	41	165	407	165	424	297	207	138	112	154
HMPREF0946_RS01215	NC_022196.1	241785	243206	+	1422	112	155	238	193	322	225	105	76	80	564	1059	406	1167	870	487	347	325	433
HMPREF0946_RS01220	NC_022196.1	243194	243583	+	390	44	11	24	39	51	88	30	28	13	56	96	39	98	68	30	29	26	27
HMPREF0946_RS01225	NC_022196.1	243585	244613	+	1029	324	330	360	593	634	788	457	428	230	397	883	336	970	614	444	298	257	305
HMPREF0946_RS01230	NC_022196.1	244616	245485	+	870	170	164	236	189	241	246	140	120	111	492	826	472	871	586	424	265	298	383
HMPREF0946_RS01235	NC_022196.1	245495	245797	+	303	29	30	12	15	54	38	29	23	14	68	178	62	144	89	74	46	34	33
HMPREF0946_RS01295	NC_022196.1	246958	247221	+	264	108	126	114	108	126	88	65	59	63	180	366	170	323	240	207	127	132	122
aroF	NC_022196.1	247234	248238	+	1005	1328	1084	1239	2092	1793	2288	1136	1466	635	518	996	447	1174	768	626	432	536	469
pgeF	NC_022196.1	248238	248966	+	729	86	81	85	125	145	118	85	63	34	151	298	144	351	212	160	83	109	91
HMPREF0946_RS01310	NC_022196.1	248971	249513	+	543	390	517	387	467	758	573	316	346	267	420	713	346	839	584	388	240	202	218
HMPREF0946_RS01315	NC_022196.1	249533	251116	-	1584	162	133	192	202	207	264	117	132	95	124	183	114	226	149	114	60	79	80
HMPREF0946_RS01320	NC_022196.1	251132	251659	-	528	36	43	28	20	56	43	14	15	18	107	188	121	198	131	87	88	73	62
HMPREF0946_RS01325	NC_022196.1	251845	252213	+	369	433	496	595	508	681	727	353	264	198	3361	2517	2402	2628	1962	1341	704	590	740
rpsG	NC_022196.1	252241	252711	+	471	115	176	293	148	285	251	107	105	70	554	523	443	526	371	275	130	110	171
fusA	NC_022196.1;NC_022196.1	252757;1985666	254838;1987732	+;-	4149	1313	1270	1651	1624	1949	2287	1101	1247	710	4767	4668	3936	5204	3494	2707	1644	1525	2102
tuf	NC_022196.1	254926	256110	+	1185	825	1226	1824	1196	1630	1729	693	628	580	2390	2234	1644	2548	1886	1300	788	700	853
HMPREF0946_RS01345	NC_022196.1	256221	257855	+	1635	275	420	485	364	627	569	247	230	146	814	1239	647	1305	926	622	360	361	398
HMPREF0946_RS01350	NC_022196.1	258114	265184	+	7071	2115	1214	1365	1901	1734	2307	1444	1746	1016	431	1123	445	1011	582	434	318	473	489
frr	NC_022196.1	265388	265960	-	573	115	138	173	119	194	188	79	63	75	404	247	368	290	219	155	95	82	89
HMPREF0946_RS01360	NC_022196.1	265978	266697	-	720	222	89	150	212	213	255	137	151	188	171	185	105	187	150	119	70	89	77
HMPREF0946_RS01365	NC_022196.1	266761	267654	-	894	954	1230	1957	1428	2405	2133	842	657	564	2981	1809	2573	1809	1299	955	562	560	695
rpsB	NC_022196.1	267693	268436	-	744	169	241	317	281	362	299	176	127	97	718	615	685	650	435	372	226	175	203
HMPREF0946_RS01375	NC_022196.1	268719	269087	+	369	383	662	808	570	820	708	284	272	166	2196	3430	1625	3927	2628	1787	980	1058	1229
amaP	NC_022196.1	269103	269696	+	594	200	192	274	223	310	331	149	157	72	461	726	315	820	550	408	237	243	322
HMPREF0946_RS01385	NC_022196.1	269696	269920	+	225	54	110	126	76	126	118	62	51	16	239	409	160	451	323	205	108	120	141
nusB	NC_022196.1	269925	270386	+	462	1311	2164	2857	1984	3309	2756	1038	1155	811	1815	2416	1363	2561	1790	1250	772	729	971
HMPREF0946_RS11000	NC_022196.1	270431	271761	-	1331	1195	635	711	1017	834	1220	693	912	828	96	166	122	140	102	144	78	104	81
HMPREF0946_RS01410	NC_022196.1	272094	273818	+	1725	23	20	14	32	25	50	39	18	13	5	5	3	2	3	1	1	6	0
HMPREF0946_RS01415	NC_022196.1	273836	274714	+	879	31	12	11	28	22	34	27	12	10	3	3	5	0	3	5	3	5	2
HMPREF0946_RS01420	NC_022196.1	274731	278348	+	3618	268	150	232	475	403	467	329	375	176	28	37	14	46	30	40	21	28	27
HMPREF0946_RS01425	NC_022196.1	278369	279520	+	1152	16	13	15	40	37	27	9	27	16	1	2	1	6	3	3	3	1	0
HMPREF0946_RS01430	NC_022196.1	279531	281702	+	2172	222	143	139	270	337	325	165	222	181	17	25	18	24	18	22	15	28	29
HMPREF0946_RS11380	NC_022196.1	281729	281893	+	165	0	2	0	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0
HMPREF0946_RS01435	NC_022196.1	281875	283890	+	2016	85	42	53	89	84	135	69	119	30	10	8	7	14	7	14	4	18	6
HMPREF0946_RS01440	NC_022196.1	283895	284389	+	495	20	20	10	57	40	35	28	29	16	7	9	2	7	3	8	5	3	2
HMPREF0946_RS01445	NC_022196.1	284735	285724	+	990	15	11	13	28	24	26	16	19	13	3	3	2	1	3	1	1	1	5
HMPREF0946_RS01450	NC_022196.1	286128	286679	-	552	1497	1655	2469	1744	2041	2043	906	922	1159	5619	8015	5113	9885	6775	6082	4253	3826	4801
HMPREF0946_RS01455	NC_022196.1	286781	287830	+	1050	65	62	95	91	84	111	57	40	33	150	296	158	299	210	132	98	112	140
HMPREF0946_RS01460	NC_022196.1	287878	288459	-	582	13	3	3	18	13	22	12	10	3	8	4	1	7	2	1	6	1	4
HMPREF0946_RS01465	NC_022196.1	288470	289882	-	1413	545	431	454	746	609	831	443	535	525	31	44	36	46	22	54	41	60	40
HMPREF0946_RS01470	NC_022196.1	290088	291518	-	1431	34	28	31	39	40	49	30	31	25	5	4	3	2	4	5	4	2	5
HMPREF0946_RS01475	NC_022196.1	291494	292120	-	627	9	1	5	2	9	12	9	9	4	2	2	2	6	2	1	1	0	0
HMPREF0946_RS01480	NC_022196.1	292277	293905	+	1629	64	32	33	76	48	83	41	53	31	13	2	8	5	6	3	9	10	2
HMPREF0946_RS01485	NC_022196.1	293974	294780	-	807	12	12	23	10	16	9	8	13	10	3	2	2	3	1	1	0	1	2
HMPREF0946_RS01490	NC_022196.1	294990	296042	-	1053	17	9	12	12	11	35	7	7	4	3	6	2	0	3	5	2	3	2
HMPREF0946_RS01495	NC_022196.1	296254	296436	-	183	2	0	2	5	1	0	2	0	3	2	16	2	15	5	6	4	6	5
HMPREF0946_RS01500	NC_022196.1	296581	297207	-	627	7	2	7	5	6	9	4	11	4	2	0	0	5	4	4	1	0	1
HMPREF0946_RS01505	NC_022196.1	297357	297779	-	423	60	18	23	101	132	121	82	99	32	4	6	7	5	0	11	12	4	1
HMPREF0946_RS01510	NC_022196.1	297913	298956	-	1044	147	70	85	182	124	182	123	134	130	4	8	4	6	7	6	6	13	6
HMPREF0946_RS01515	NC_022196.1	299030	299527	-	498	1	2	2	3	8	8	4	6	2	0	3	0	5	0	1	0	0	3
HMPREF0946_RS01520	NC_022196.1	299783	300415	-	633	15	7	4	23	27	29	10	6	12	2	1	2	2	0	2	0	1	0
HMPREF0946_RS01525	NC_022196.1	300435	301280	-	846	15	4	18	27	26	25	16	14	17	6	7	5	4	2	4	2	6	2
HMPREF0946_RS01530	NC_022196.1	301296	301790	-	495	5	12	5	2	9	20	1	9	10	2	2	4	0	3	1	3	0	1
HMPREF0946_RS01535	NC_022196.1	302067	302525	+	459	88	68	57	59	77	91	34	48	60	134	329	167	318	208	257	190	236	193
tadA	NC_022196.1	302761	303711	+	951	46	52	51	47	77	57	38	55	43	69	133	45	117	96	62	32	44	37
HMPREF0946_RS01545	NC_022196.1	303714	305123	+	1410	51	75	69	72	97	148	45	44	42	249	324	222	433	224	180	113	107	145
HMPREF0946_RS01550	NC_022196.1	305120	305650	+	531	33	17	24	41	49	31	24	32	20	42	43	32	44	37	24	17	20	11
HMPREF0946_RS01555	NC_022196.1	305650	306507	+	858	67	76	67	61	99	103	42	36	28	192	227	182	287	191	137	66	64	104
HMPREF0946_RS11005	NC_022196.1	306683	306871	+	189	91	146	266	174	249	224	86	80	68	266	228	179	306	215	136	103	85	134
HMPREF0946_RS01565	NC_022196.1	307389	308180	+	792	468	373	473	314	434	415	233	245	426	826	1054	1008	1062	621	525	366	346	507
prmA	NC_022196.1	308161	309093	+	933	32	49	42	31	89	82	27	37	17	126	240	119	289	178	156	68	74	99
HMPREF0946_RS01575	NC_022196.1	309109	309768	+	660	21	45	68	40	61	69	14	16	14	110	218	62	181	145	81	58	39	63
HMPREF0946_RS01580	NC_022196.1	309781	310248	+	468	69	38	63	98	52	81	73	43	34	102	146	87	177	121	69	49	71	82
trmB	NC_022196.1	310261	312183	+	1923	230	127	136	248	285	360	181	229	71	390	683	332	683	461	425	209	239	255
HMPREF0946_RS01590	NC_022196.1	312433	313710	+	1278	180	177	166	191	242	228	127	136	88	379	644	282	703	456	316	183	173	231
HMPREF0946_RS01595	NC_022196.1	313951	316143	+	2193	110	58	98	95	133	171	69	77	61	136	161	156	150	127	70	51	53	68
HMPREF0946_RS01600	NC_022196.1	316161	316631	+	471	3949	2313	3707	3796	3918	3735	2114	1584	3252	31451	57296	65997	51429	32647	38621	41368	25635	36626
HMPREF0946_RS01605	NC_022196.1	316860	317447	-	588	285	212	203	281	369	271	184	160	198	1832	2870	2634	2271	1415	1047	1903	1961	2055
HMPREF0946_RS01610	NC_022196.1	317522	318958	-	1437	292	501	726	561	775	629	223	291	249	657	763	559	841	618	452	276	230	317
HMPREF0946_RS01615	NC_022196.1	319220	323743	+	4524	438	305	319	501	579	545	326	367	233	125	109	121	137	112	106	58	76	65
HMPREF0946_RS01620	NC_022196.1	323796	324161	-	366	1120	2070	1147	1384	1444	1629	559	625	490	110	198	111	177	131	103	67	72	63
HMPREF0946_RS01625	NC_022196.1	324302	326734	+	2433	2994	2590	3139	3396	3111	4055	2108	2619	3260	273	465	255	370	248	260	202	250	181
HMPREF0946_RS01630	NC_022196.1	326791	327276	+	486	152	228	387	227	393	270	102	97	89	415	751	333	797	569	340	314	267	370
HMPREF0946_RS01635	NC_022196.1	327286	327939	+	654	876	898	1125	1408	1547	1786	851	948	470	369	418	311	464	342	212	191	163	132
HMPREF0946_RS01640	NC_022196.1	328133	329926	+	1794	191	157	102	121	162	195	127	107	67	121	205	133	185	137	139	86	66	68
HMPREF0946_RS01645	NC_022196.1	329941	337800	+	7860	357	252	258	499	433	522	348	365	243	154	295	144	289	175	151	103	123	121
HMPREF0946_RS01650	NC_022196.1	338721	339056	+	336	17	19	26	45	43	36	20	31	12	2	11	5	7	3	7	6	3	7
HMPREF0946_RS11010	NC_022196.1	340452	340895	+	444	64	54	61	106	64	129	44	87	75	9	20	10	16	11	8	5	5	3
HMPREF0946_RS01660	NC_022196.1	341506	342084	+	579	14	9	24	22	32	30	15	8	12	27	36	27	28	17	20	18	8	12
HMPREF0946_RS10945	NC_022196.1	342298	342702	-	405	5	10	13	11	12	14	9	9	19	2	10	4	6	6	4	0	2	4
HMPREF0946_RS11295	NC_022196.1	343151	345562	+	2412	121	62	79	169	149	188	94	168	70	33	71	44	46	53	39	20	28	28
HMPREF0946_RS01670	NC_022196.1	345564	346736	+	1173	28	4	10	26	14	22	18	7	5	16	29	16	46	22	19	14	8	8
HMPREF0946_RS01675	NC_022196.1	346815	349358	+	2544	63	37	61	90	86	97	65	79	53	26	83	59	84	66	52	40	30	44
HMPREF0946_RS01680	NC_022196.1	349442	349821	+	380	4	11	11	5	7	9	2	8	12	7	24	11	16	13	7	8	7	11
HMPREF0946_RS01685	NC_022196.1	349868	350098	+	231	117	61	79	116	90	183	78	124	90	7	12	5	12	15	13	5	11	12
HMPREF0946_RS01690	NC_022196.1	350107	350424	+	318	5	6	9	3	12	7	5	9	6	2	9	3	11	6	4	0	4	1
HMPREF0946_RS01695	NC_022196.1	350486	350797	+	312	39	35	38	57	47	65	42	41	36	46	51	41	55	53	25	20	30	26
HMPREF0946_RS01700	NC_022196.1	350953	351816	+	864	2	0	5	4	11	2	0	3	0	13	12	6	12	12	8	11	3	5
HMPREF0946_RS01705	NC_022196.1	352062	352538	+	477	13	4	5	11	17	13	6	4	8	32	85	34	68	36	42	37	36	43
HMPREF0946_RS01710	NC_022196.1	352854	353846	-	993	1170	1136	1320	1566	1564	1859	756	1019	1042	2552	2084	2354	2031	1560	1246	921	929	950
HMPREF0946_RS01715	NC_022196.1	354160	355419	+	1260	349	392	470	435	546	510	273	293	272	1313	1933	1003	2345	1490	1193	766	822	1003
HMPREF0946_RS01720	NC_022196.1	355517	357100	+	1584	561	381	377	800	704	892	497	680	371	171	465	161	566	327	301	161	212	247
HMPREF0946_RS01725	NC_022196.1	357102	358121	+	1020	39	33	58	46	44	64	27	35	27	170	389	192	453	311	196	198	194	196
HMPREF0946_RS01730	NC_022196.1	358114	359199	+	1086	54	42	54	81	159	92	45	62	31	78	147	49	166	105	78	56	59	101
HMPREF0946_RS01735	NC_022196.1	359215	359544	+	330	7	18	10	26	24	29	18	19	8	54	91	36	90	46	42	38	35	52
HMPREF0946_RS01740	NC_022196.1	359648	360355	+	708	5440	7270	10757	7538	9763	10215	4308	4799	3687	2539	3183	2160	3417	2372	1890	1134	1125	1315
HMPREF0946_RS01745	NC_022196.1	360604	367716	+	7113	584	460	701	600	720	828	375	461	452	4953	7770	4104	6844	3823	2524	2594	3448	3607
HMPREF0946_RS01750	NC_022196.1	367903	368625	+	723	108	121	107	119	134	179	76	130	113	177	211	165	217	155	113	75	71	76
HMPREF0946_RS11385	NC_022196.1	368913	369089	+	177	0	0	0	0	1	2	0	0	0	1	0	0	1	2	0	0	0	0
HMPREF0946_RS01755	NC_022196.1	369111	369758	-	648	156	188	278	153	269	226	92	106	115	197	552	187	643	434	312	229	184	260
HMPREF0946_RS01760	NC_022196.1	369984	370163	+	180	32884	66274	102497	49662	83724	66263	22628	24465	24426	38259	47302	33272	48414	31316	24091	14108	14557	17463
HMPREF0946_RS01765	NC_022196.1	370377	370772	+	396	113	163	195	146	218	214	70	85	60	199	305	159	356	224	153	125	120	108
HMPREF0946_RS01770	NC_022196.1	370930	371508	-	579	250	326	316	352	493	432	148	160	145	338	500	380	591	354	315	220	236	181
rpsT	NC_022196.1	371616	371888	-	273	72960	93929	35559	67509	83361	86388	38757	42502	34935	50437	70216	50622	75130	50844	50557	23369	25239	23010
HMPREF0946_RS01780	NC_022196.1	372029	372328	-	300	70	77	71	74	76	75	43	56	43	211	338	193	386	258	163	97	114	118
HMPREF0946_RS01785	NC_022196.1	372537	373865	+	1329	35	11	30	35	40	52	26	37	28	27	15	18	16	10	19	6	3	9
HMPREF0946_RS01790	NC_022196.1	373975	374577	+	603	34	27	23	23	38	40	10	27	28	153	242	149	230	161	97	67	64	66
HMPREF0946_RS01795	NC_022196.1	374642	375133	+	492	201	247	268	283	352	295	133	160	77	832	1257	650	1499	1071	703	410	369	490
rpiB	NC_022196.1	375173	375622	+	450	73	99	206	82	153	175	69	61	53	398	679	305	762	526	315	208	162	267
HMPREF0946_RS01805	NC_022196.1	375635	375973	+	339	39	71	57	57	110	94	47	35	18	105	160	75	165	154	89	60	33	59
HMPREF0946_RS01810	NC_022196.1	375995	376291	+	297	201	353	495	263	546	503	162	167	102	563	524	560	573	416	250	160	171	207
HMPREF0946_RS01815	NC_022196.1	376423	377148	+	726	44	32	47	47	44	51	27	44	31	104	189	126	181	127	112	83	96	76
HMPREF0946_RS01820	NC_022196.1	377759	378145	+	387	14	9	21	18	28	35	14	11	13	892	166	773	224	200	130	82	56	67
HMPREF0946_RS01825	NC_022196.1	378168	378983	+	816	28	39	47	47	32	46	28	37	15	732	159	396	197	107	88	56	35	54
kdd	NC_022196.1	379002	380039	+	1038	60	32	52	70	72	82	43	58	38	779	288	651	326	197	196	134	105	110
ablA	NC_022196.1	380350	381627	+	1278	82	44	75	87	93	137	42	92	37	686	235	557	293	191	141	97	97	106
HMPREF0946_RS01840	NC_022196.1	381631	382647	+	1017	64	83	169	73	101	121	49	42	39	3643	1295	4478	1258	660	661	434	516	568
HMPREF0946_RS01845	NC_022196.1	382649	384112	+	1464	35	27	22	45	43	49	27	34	25	163	91	145	111	72	53	27	23	31
HMPREF0946_RS01850	NC_022196.1	384112	385668	+	1557	138	95	106	224	142	236	110	138	122	674	351	550	383	246	183	143	130	168
HMPREF0946_RS01855	NC_022196.1	385668	386459	+	792	30	30	16	23	30	38	29	25	15	201	70	135	80	57	34	23	20	26
HMPREF0946_RS01860	NC_022196.1	386483	387106	+	624	100	54	45	146	124	153	103	101	94	292	254	199	325	166	141	90	117	132
HMPREF0946_RS01865	NC_022196.1	387246	388823	+	1578	205	261	317	333	344	334	169	207	183	2135	1274	1848	1443	915	722	454	507	565
HMPREF0946_RS01870	NC_022196.1	389078	390187	+	1110	12209	15016	22322	16934	21883	20360	8842	9816	8844	23184	22255	16058	23552	16698	10725	6665	6037	8133
HMPREF0946_RS01875	NC_022196.1	390451	391827	+	1377	358	577	661	478	583	579	270	228	269	4855	4508	3783	4851	3246	2509	1532	1425	1819
HMPREF0946_RS01880	NC_022196.1	392009	392662	+	654	115	178	230	169	207	230	116	79	101	1846	1731	1523	1690	1193	796	469	504	586
HMPREF0946_RS01885	NC_022196.1	392680	393345	+	666	371	510	536	408	694	680	277	238	259	1385	1339	1075	1494	1020	747	468	359	526
HMPREF0946_RS01890	NC_022196.1	393397	394854	-	1458	302	347	413	397	544	530	217	262	196	797	1323	918	1273	776	755	574	690	678
